file path,transcription,roman,vad flag,language flag,duration
/your/path/to/generated/cs/samples/by/unicom/1535_English_Zulu_(English).wav,it isebenzisa satellitebased technology as opposed to older groundiradarbased technology to ukuvumela air traffic controllers to pinpoint aircraft with greater precision and give pilots more accurate information,it isebenzisa satellitebased technology as opposed to older groundiradarbased technology to ukuvumela air traffic controllers to pinpoint aircraft with greater precision and give pilots more accurate information,"{'No Speech': [{'start': 0, 'end': 18976}, {'start': 44512, 'end': 46624}, {'start': 79328, 'end': 82976}, {'start': 241632, 'end': 244768}, {'start': 275424, 'end': 301117}]}","{'English': [{'start': 0, 'end': 0}, {'start': 23384, 'end': 33635}, {'start': 99945, 'end': 107633}, {'start': 132939, 'end': 142549}], 'Zulu': [{'start': 0, 'end': 23384}, {'start': 33635, 'end': 99945}, {'start': 107633, 'end': 132939}, {'start': 142549, 'end': 301117}]}",18.82
/your/path/to/generated/cs/samples/by/unicom/1536_English_Zulu_(Zulu).wav,iziphathimandla zasendaweni are warning abahlali abaseduze nendawo yemboni ukuba bahlale ezindlini bacime izipholisamoya futhi bangaphuzi amanzi ompompi,iziphathimandla zasendaweni are warning abahlali abaseduze nendawo yemboni ukuba bahlale ezindlini bacime izipholisamoya futhi bangaphuzi amanzi ompompi,"{'No Speech': [{'start': 0, 'end': 13856}, {'start': 287712, 'end': 303346}]}","{'English': [{'start': 0, 'end': 0}, {'start': 59901, 'end': 68230}], 'Zulu': [{'start': 0, 'end': 59901}, {'start': 68230, 'end': 303346}]}",18.96
/your/path/to/generated/cs/samples/by/unicom/1537_English_Zulu_(English).wav,you can see the imibhoshongo enxantathu in the dark and you can see them in silence before the show qala,you can see the imibhoshongo enxantathu in the dark and you can see them in silence before the show qala,"{'No Speech': [{'start': 0, 'end': 18976}, {'start': 119264, 'end': 134305}]}","{'English': [{'start': 0, 'end': 0}, {'start': 30144, 'end': 55478}, {'start': 111598, 'end': 117050}], 'Zulu': [{'start': 0, 'end': 30144}, {'start': 55478, 'end': 111598}, {'start': 117050, 'end': 134305}]}",8.39
/your/path/to/generated/cs/samples/by/unicom/1538_English_Zulu_(English).wav,the stretch between point marion and fairmont presents the most challenging driving conditions on the buffalopittsburgh highway odlula frequently through isolated backwoods terrain,the stretch between point marion and fairmont presents the most challenging driving conditions on the buffalopittsburgh highway odlula frequently through isolated backwoods terrain,"{'No Speech': [{'start': 0, 'end': 25120}, {'start': 118752, 'end': 122400}, {'start': 225760, 'end': 243346}]}","{'English': [{'start': 0, 'end': 0}, {'start': 39729, 'end': 53506}, {'start': 159239, 'end': 164686}], 'Zulu': [{'start': 0, 'end': 39729}, {'start': 53506, 'end': 159239}, {'start': 164686, 'end': 243346}]}",15.21
/your/path/to/generated/cs/samples/by/unicom/1540_English_Zulu_(English).wav,in principle the tibetan buddhism is very simple it consists of ikundalini yoga meditation and the path of allembracing love,in principle the tibetan buddhism is very simple it consists of ikundalini yoga meditation and the path of allembracing love,"{'No Speech': [{'start': 0, 'end': 7200}, {'start': 20448, 'end': 26656}, {'start': 66528, 'end': 73760}, {'start': 96224, 'end': 100896}, {'start': 122848, 'end': 128544}, {'start': 142816, 'end': 148000}, {'start': 178144, 'end': 199878}]}","{'English': [{'start': 0, 'end': 0}, {'start': 101253, 'end': 120158}], 'Zulu': [{'start': 0, 'end': 101253}, {'start': 120158, 'end': 199878}]}",12.49
/your/path/to/generated/cs/samples/by/unicom/1541_English_Zulu_(English).wav,courier companies are well paid for delivering things quickly frequently time is very important with amaphepha ebhizinisi impahla ethengwayo or spare parts for an urgent ukulungisa,courier companies are well paid for delivering things quickly frequently time is very important with amaphepha ebhizinisi impahla ethengwayo or spare parts for an urgent ukulungisa,"{'No Speech': [{'start': 0, 'end': 25632}, {'start': 190432, 'end': 222355}]}","{'English': [{'start': 0, 'end': 0}, {'start': 110506, 'end': 131647}, {'start': 133889, 'end': 149585}, {'start': 177452, 'end': 187061}], 'Zulu': [{'start': 0, 'end': 110506}, {'start': 131647, 'end': 133889}, {'start': 149585, 'end': 177452}, {'start': 187061, 'end': 222355}]}",13.9
/your/path/to/generated/cs/samples/by/unicom/1543_English_Zulu_(English).wav,the patient had been to nirgeria where some cases of the gciwane leebola have occurred,the patient had been to nirgeria where some cases of the gciwane leebola have occurred,"{'No Speech': [{'start': 0, 'end': 14368}, {'start': 47072, 'end': 52256}, {'start': 99296, 'end': 101920}, {'start': 119264, 'end': 132076}]}","{'English': [{'start': 0, 'end': 0}, {'start': 33676, 'end': 45222}, {'start': 73125, 'end': 97500}], 'Zulu': [{'start': 0, 'end': 33676}, {'start': 45222, 'end': 73125}, {'start': 97500, 'end': 132076}]}",8.25
/your/path/to/generated/cs/samples/by/unicom/1545_English_Zulu_(Zulu).wav,ukhari can be manzi noma wome kuya ngesikali sliquid,ukhari can be manzi noma wome kuya ngesikali sliquid,"{'No Speech': [{'start': 0, 'end': 14368}, {'start': 43488, 'end': 50720}, {'start': 66528, 'end': 76320}, {'start': 100832, 'end': 126317}]}","{'English': [{'start': 0, 'end': 0}, {'start': 25986, 'end': 33365}, {'start': 33365, 'end': 41386}], 'Zulu': [{'start': 0, 'end': 25986}, {'start': 33365, 'end': 33365}, {'start': 41386, 'end': 126317}]}",7.89
/your/path/to/generated/cs/samples/by/unicom/1548_English_Zulu_(Zulu).wav,uma ushayela ucingo someone othile okude ngamamayela ayinkulungwane using isiphuphutheki,uma ushayela ucingo someone othile okude ngamamayela ayinkulungwane using isiphuphutheki,"{'No Speech': [{'start': 0, 'end': 32288}, {'start': 121312, 'end': 122912}, {'start': 187872, 'end': 226070}]}","{'English': [{'start': 0, 'end': 0}, {'start': 64406, 'end': 72417}, {'start': 147397, 'end': 153486}], 'Zulu': [{'start': 0, 'end': 64406}, {'start': 72417, 'end': 147397}, {'start': 153486, 'end': 226070}]}",14.13
/your/path/to/generated/cs/samples/by/unicom/1549_English_Zulu_(English).wav,these theories isikisela that people bane certain needs andor desires which bane been internalized as they mature to zindala,these theories isikisela that people bane certain needs andor desires which bane been internalized as they mature to zindala,"{'No Speech': [{'start': 0, 'end': 13344}, {'start': 81376, 'end': 84512}, {'start': 111072, 'end': 114208}, {'start': 140768, 'end': 142880}, {'start': 147936, 'end': 160497}]}","{'English': [{'start': 0, 'end': 0}, {'start': 26603, 'end': 34936}, {'start': 42308, 'end': 46154}, {'start': 131093, 'end': 140067}], 'Zulu': [{'start': 0, 'end': 26603}, {'start': 34936, 'end': 42308}, {'start': 46154, 'end': 131093}, {'start': 140067, 'end': 160497}]}",10.03
/your/path/to/generated/cs/samples/by/unicom/1550_English_Zulu_(English).wav,skiing is a major travelling activity with many enthusiasts occasionally known as ski bums abahlela entire vacations around skiing at a particular location,skiing is a major travelling activity with many enthusiasts occasionally known as ski bums abahlela entire vacations around skiing at a particular location,"{'No Speech': [{'start': 0, 'end': 9248}, {'start': 69600, 'end': 72736}, {'start': 124384, 'end': 128544}, {'start': 202720, 'end': 223655}]}","{'English': [{'start': 0, 'end': 0}, {'start': 128765, 'end': 136773}], 'Zulu': [{'start': 0, 'end': 128765}, {'start': 136773, 'end': 223655}]}",13.98
/your/path/to/generated/cs/samples/by/unicom/1551_English_Zulu_(Zulu).wav,trying determine ukuthi kube kukhulu kangakanani ukugqubuzana nokuthi umhlaba uzothinteka kanjani,trying determine ukuthi kube kukhulu kangakanani ukugqubuzana nokuthi umhlaba uzothinteka kanjani,"{'No Speech': [{'start': 0, 'end': 544}, {'start': 25568, 'end': 28704}, {'start': 84960, 'end': 92192}, {'start': 118752, 'end': 135605}]}","{'English': [{'start': 0, 'end': 5771}, {'start': 6092, 'end': 16352}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 5771, 'end': 6092}, {'start': 16352, 'end': 135605}]}",8.48
/your/path/to/generated/cs/samples/by/unicom/1555_English_Zulu_(English).wav,in the egcekeni lesonto there kune interesting marble sculptures of doves over some amathuna,in the egcekeni lesonto there kune interesting marble sculptures of doves over some amathuna,"{'No Speech': [{'start': 0, 'end': 13856}, {'start': 47584, 'end': 51232}, {'start': 100832, 'end': 104480}, {'start': 134112, 'end': 148051}]}","{'English': [{'start': 0, 'end': 0}, {'start': 18906, 'end': 46144}, {'start': 53194, 'end': 58001}, {'start': 115680, 'end': 132023}], 'Zulu': [{'start': 0, 'end': 18906}, {'start': 46144, 'end': 53194}, {'start': 58001, 'end': 115680}, {'start': 132023, 'end': 148051}]}",9.25
/your/path/to/generated/cs/samples/by/unicom/1558_English_Zulu_(English).wav,before an inhlangano can be innovative leadership must create a isiko of innovation as well as shared knowledge and inhlanganoal learning,before an inhlangano can be innovative leadership must create a isiko of innovation as well as shared knowledge and inhlanganoal learning,"{'No Speech': [{'start': 0, 'end': 15904}, {'start': 55776, 'end': 62496}, {'start': 158688, 'end': 176286}]}","{'English': [{'start': 0, 'end': 0}, {'start': 23704, 'end': 37158}, {'start': 83926, 'end': 94497}], 'Zulu': [{'start': 0, 'end': 23704}, {'start': 37158, 'end': 83926}, {'start': 94497, 'end': 176286}]}",11.02
/your/path/to/generated/cs/samples/by/unicom/1559_English_Zulu_(English).wav,ukuphimisela is relatively easy in italian since most words are pronounced exactly how they are nabhalwe,ukuphimisela is relatively easy in italian since most words are pronounced exactly how they are nabhalwe,"{'No Speech': [{'start': 85984, 'end': 87584}, {'start': 110560, 'end': 137091}]}","{'English': [{'start': 0, 'end': 15070}, {'start': 99720, 'end': 109019}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 15070, 'end': 99720}, {'start': 109019, 'end': 137091}]}",8.57
/your/path/to/generated/cs/samples/by/unicom/1560_English_Zulu_(English).wav,as soon as you uphuma of the current ukubhukudela back is no more difficult than normally,as soon as you uphuma of the current ukubhukudela back is no more difficult than normally,"{'No Speech': [{'start': 0, 'end': 8224}, {'start': 23520, 'end': 25120}, {'start': 44000, 'end': 51744}, {'start': 109024, 'end': 124459}]}","{'English': [{'start': 0, 'end': 0}, {'start': 21476, 'end': 30772}, {'start': 52889, 'end': 70518}], 'Zulu': [{'start': 0, 'end': 21476}, {'start': 30772, 'end': 52889}, {'start': 70518, 'end': 124459}]}",7.78
/your/path/to/generated/cs/samples/by/unicom/1562_English_Zulu_(Zulu).wav,lokhu became inqubo evamile kodwa insimbi yayihlikihla wheels okhuni wagons,lokhu became inqubo evamile kodwa insimbi yayihlikihla wheels okhuni wagons,"{'No Speech': [{'start': 0, 'end': 9248}, {'start': 134112, 'end': 145822}]}","{'English': [{'start': 0, 'end': 0}, {'start': 18917, 'end': 25330}, {'start': 100678, 'end': 107091}, {'start': 122161, 'end': 132421}], 'Zulu': [{'start': 0, 'end': 18917}, {'start': 25330, 'end': 100678}, {'start': 107091, 'end': 122161}, {'start': 132421, 'end': 145822}]}",9.11
/your/path/to/generated/cs/samples/by/unicom/1565_English_Zulu_(English).wav,lwesayensis main goal is to figure out the way the world works through the scientific method this method in fact iqondisa most scientific research,lwesayensis main goal is to figure out the way the world works through the scientific method this method in fact iqondisa most scientific research,"{'No Speech': [{'start': 0, 'end': 32}, {'start': 14816, 'end': 21024}, {'start': 85984, 'end': 93216}, {'start': 147936, 'end': 163469}]}","{'English': [{'start': 0, 'end': 13139}, {'start': 114088, 'end': 122099}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 13139, 'end': 114088}, {'start': 122099, 'end': 163469}]}",10.22
/your/path/to/generated/cs/samples/by/unicom/1568_English_Zulu_(Zulu).wav,nakuba lisetshenziswa kabanzi ikakhulukazi phakathi kwpeople abangewona amaromany word elithi gypsy kaningi lithathwa njengelokwedelela ngenxa yokuhlanganiswa kwalo nezinto ezimbi eziyiphutha ezishiwo abanye kanye nemibono enganembile ngpeople bamaromany,nakuba lisetshenziswa kabanzi ikakhulukazi phakathi kwpeople abangewona amaromany word elithi gypsy kaningi lithathwa njengelokwedelela ngenxa yokuhlanganiswa kwalo nezinto ezimbi eziyiphutha ezishiwo abanye kanye nemibono enganembile ngpeople bamaromany,"{'No Speech': [{'start': 0, 'end': 15904}, {'start': 46560, 'end': 56352}, {'start': 104416, 'end': 113184}, {'start': 133600, 'end': 141344}, {'start': 201696, 'end': 205856}, {'start': 242656, 'end': 246816}, {'start': 305120, 'end': 332139}]}","{'English': [{'start': 0, 'end': 0}, {'start': 74632, 'end': 81679}, {'start': 114351, 'end': 118836}], 'Zulu': [{'start': 0, 'end': 74632}, {'start': 81679, 'end': 114351}, {'start': 118836, 'end': 332139}]}",20.76
/your/path/to/generated/cs/samples/by/unicom/1570_English_Zulu_(English).wav,it also had no igunya to kweqa imithetho yentela and tariffs between states,it also had no igunya to kweqa imithetho yentela and tariffs between states,"{'No Speech': [{'start': 0, 'end': 20512}, {'start': 96736, 'end': 122416}]}","{'English': [{'start': 0, 'end': 0}, {'start': 35598, 'end': 42975}, {'start': 46503, 'end': 51634}, {'start': 51634, 'end': 71517}], 'Zulu': [{'start': 0, 'end': 35598}, {'start': 42975, 'end': 46503}, {'start': 51634, 'end': 51634}, {'start': 71517, 'end': 122416}]}",7.65
/your/path/to/generated/cs/samples/by/unicom/1572_English_Zulu_(English).wav,three more bombs exploded near government buildings in a period of two amahora,three more bombs exploded near government buildings in a period of two amahora,"{'No Speech': [{'start': 0, 'end': 12832}, {'start': 80352, 'end': 97896}]}","{'English': [{'start': 0, 'end': 0}, {'start': 69584, 'end': 77921}], 'Zulu': [{'start': 0, 'end': 69584}, {'start': 77921, 'end': 97896}]}",6.12
/your/path/to/generated/cs/samples/by/unicom/1573_English_Zulu_(English).wav,a satellite phone is not generally a replacement for a ifoni ephathwayo as you have to be outdoors with clear line of sight to the satellite to make a phone call,a satellite phone is not generally a replacement for a ifoni ephathwayo as you have to be outdoors with clear line of sight to the satellite to make a phone call,"{'No Speech': [{'start': 0, 'end': 12320}, {'start': 83936, 'end': 86048}, {'start': 122336, 'end': 130080}, {'start': 176096, 'end': 198578}]}","{'English': [{'start': 0, 'end': 0}, {'start': 62184, 'end': 77891}], 'Zulu': [{'start': 0, 'end': 62184}, {'start': 77891, 'end': 198578}]}",12.41
/your/path/to/generated/cs/samples/by/unicom/1574_English_Zulu_(English).wav,the winter can be deceptively chilly temperatures rarely adlulele ngale kweqhwa but the umoya and humidity sekuhlangene to make it feel colder than what the thermometer says,the winter can be deceptively chilly temperatures rarely adlulele ngale kweqhwa but the umoya and humidity sekuhlangene to make it feel colder than what the thermometer says,"{'No Speech': [{'start': 0, 'end': 23584}, {'start': 56288, 'end': 64032}, {'start': 109536, 'end': 111648}, {'start': 196064, 'end': 214739}]}","{'English': [{'start': 0, 'end': 0}, {'start': 74947, 'end': 108257}, {'start': 114663, 'end': 125553}, {'start': 135802, 'end': 155019}], 'Zulu': [{'start': 0, 'end': 74947}, {'start': 108257, 'end': 114663}, {'start': 125553, 'end': 135802}, {'start': 155019, 'end': 214739}]}",13.42
/your/path/to/generated/cs/samples/by/unicom/1577_English_Zulu_(Zulu).wav,lokho wasntnzi sense kimi bekungalungile nakanjani,lokho wasntnzi sense kimi bekungalungile nakanjani,"{'No Speech': [{'start': 0, 'end': 14368}, {'start': 46048, 'end': 53792}, {'start': 81376, 'end': 97896}]}","{'English': [{'start': 0, 'end': 0}, {'start': 21510, 'end': 27610}, {'start': 31462, 'end': 37562}], 'Zulu': [{'start': 0, 'end': 21510}, {'start': 27610, 'end': 31462}, {'start': 37562, 'end': 97896}]}",6.12
/your/path/to/generated/cs/samples/by/unicom/1578_English_Zulu_(Zulu).wav,ngakho ulakkha singh took singing bhajans,ngakho ulakkha singh took singing bhajans,"{'No Speech': [{'start': 0, 'end': 23584}, {'start': 54240, 'end': 56864}, {'start': 92128, 'end': 134305}]}","{'English': [{'start': 0, 'end': 0}, {'start': 56448, 'end': 59976}, {'start': 60938, 'end': 67352}, {'start': 69598, 'end': 89484}], 'Zulu': [{'start': 0, 'end': 56448}, {'start': 59976, 'end': 60938}, {'start': 67352, 'end': 69598}, {'start': 89484, 'end': 134305}]}",8.39
/your/path/to/generated/cs/samples/by/unicom/1582_English_Zulu_(Zulu).wav,isikhathi esiningi impilo yemindeni hebrew happened endaweni evulekile,isikhathi esiningi impilo yemindeni hebrew happened endaweni evulekile,"{'No Speech': [{'start': 0, 'end': 13856}, {'start': 92128, 'end': 99360}, {'start': 128992, 'end': 136736}, {'start': 160736, 'end': 182974}]}","{'English': [{'start': 0, 'end': 0}, {'start': 81087, 'end': 86856}, {'start': 100637, 'end': 107688}], 'Zulu': [{'start': 0, 'end': 81087}, {'start': 86856, 'end': 100637}, {'start': 107688, 'end': 182974}]}",11.44
/your/path/to/generated/cs/samples/by/unicom/1583_English_Zulu_(Zulu).wav,came kulesi siphetho ngenxa yokuphawula okuhle okuningi kanye nesikhuthazo athunyelwe sona kokubili abantu ngabanye besifazane kanye nabesilisa becela ukuthi imithi yokuvimbela inzalo be considered njengesidingo sezokwelapha,came kulesi siphetho ngenxa yokuphawula okuhle okuningi kanye nesikhuthazo athunyelwe sona kokubili abantu ngabanye besifazane kanye nabesilisa becela ukuthi imithi yokuvimbela inzalo be considered njengesidingo sezokwelapha,"{'No Speech': [{'start': 0, 'end': 544}, {'start': 21984, 'end': 26144}, {'start': 66016, 'end': 69664}, {'start': 103904, 'end': 108064}, {'start': 127456, 'end': 136224}, {'start': 162272, 'end': 164384}, {'start': 275424, 'end': 293315}]}","{'English': [{'start': 0, 'end': 4164}, {'start': 227432, 'end': 239925}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 4164, 'end': 227432}, {'start': 239925, 'end': 293315}]}",18.33
/your/path/to/generated/cs/samples/by/unicom/1584_English_Zulu_(Zulu).wav,looting okugcwele konke kubikwa ukuthi kwaqhubeka night bonke njengoba law enforcement officers ayengekho emigwaqweni yasebishkek,looting okugcwele konke kubikwa ukuthi kwaqhubeka night bonke njengoba law enforcement officers ayengekho emigwaqweni yasebishkek,"{'No Speech': [{'start': 0, 'end': 32}, {'start': 24544, 'end': 34848}, {'start': 73184, 'end': 74784}, {'start': 147936, 'end': 155667}]}","{'English': [{'start': 0, 'end': 5450}, {'start': 55467, 'end': 60917}, {'start': 85284, 'end': 109651}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 5450, 'end': 55467}, {'start': 60917, 'end': 85284}, {'start': 109651, 'end': 155667}]}",9.73
/your/path/to/generated/cs/samples/by/unicom/1585_English_Zulu_(English).wav,over time as the new population begins to adapt to their new indawo they liqala to libukeka less and less like the other population,over time as the new population begins to adapt to their new indawo they liqala to libukeka less and less like the other population,"{'No Speech': [{'start': 0, 'end': 12320}, {'start': 24544, 'end': 26656}, {'start': 68576, 'end': 70176}, {'start': 129504, 'end': 144150}]}","{'English': [{'start': 0, 'end': 0}, {'start': 60911, 'end': 67323}, {'start': 72132, 'end': 76941}, {'start': 79185, 'end': 89765}], 'Zulu': [{'start': 0, 'end': 60911}, {'start': 67323, 'end': 72132}, {'start': 76941, 'end': 79185}, {'start': 89765, 'end': 144150}]}",9.01
/your/path/to/generated/cs/samples/by/unicom/1587_English_Zulu_(Zulu).wav,ukuba cases kwesifo kulenkathi kwaqala ukubikwa ekupheleni kukajulayi,ukuba cases kwesifo kulenkathi kwaqala ukubikwa ekupheleni kukajulayi,"{'No Speech': [{'start': 0, 'end': 19488}, {'start': 46560, 'end': 56864}, {'start': 90592, 'end': 95264}, {'start': 109536, 'end': 124088}]}","{'English': [{'start': 0, 'end': 0}, {'start': 25666, 'end': 31441}], 'Zulu': [{'start': 0, 'end': 25666}, {'start': 31441, 'end': 124088}]}",7.76
/your/path/to/generated/cs/samples/by/unicom/1588_English_Zulu_(English).wav,according to police the driver of the vehicle that hit the umthathi wezithombe is unlikely to face criminal amangalelwe,according to police the driver of the vehicle that hit the umthathi wezithombe is unlikely to face criminal amangalelwe,"{'No Speech': [{'start': 0, 'end': 8224}, {'start': 121312, 'end': 132076}]}","{'English': [{'start': 0, 'end': 0}, {'start': 49058, 'end': 67655}, {'start': 101002, 'end': 114790}], 'Zulu': [{'start': 0, 'end': 49058}, {'start': 67655, 'end': 101002}, {'start': 114790, 'end': 132076}]}",8.25
/your/path/to/generated/cs/samples/by/unicom/1592_English_Zulu_(English).wav,when you went abroad at first abantu were probably patient and understanding knowing that izivakashi in a new country zidinga to adapt,when you went abroad at first abantu were probably patient and understanding knowing that izivakashi in a new country zidinga to adapt,"{'No Speech': [{'start': 0, 'end': 24096}, {'start': 53216, 'end': 57888}, {'start': 139232, 'end': 141344}, {'start': 160224, 'end': 182974}]}","{'English': [{'start': 0, 'end': 0}, {'start': 58326, 'end': 64415}, {'start': 112166, 'end': 121139}, {'start': 142291, 'end': 149341}], 'Zulu': [{'start': 0, 'end': 58326}, {'start': 64415, 'end': 112166}, {'start': 121139, 'end': 142291}, {'start': 149341, 'end': 182974}]}",11.44
/your/path/to/generated/cs/samples/by/unicom/1594_English_Zulu_(Zulu).wav,ezinye izilwane njengezindlovu kanye nezindlulamithi zithanda ukusondela ezimotweni futhi izinto zokubuka ezisezingeni elikahle zizokuvumela ukuthi view kahle,ezinye izilwane njengezindlovu kanye nezindlulamithi zithanda ukusondela ezimotweni futhi izinto zokubuka ezisezingeni elikahle zizokuvumela ukuthi view kahle,"{'No Speech': [{'start': 0, 'end': 38944}, {'start': 95200, 'end': 96800}, {'start': 128992, 'end': 135712}, {'start': 194016, 'end': 195616}, {'start': 229856, 'end': 258206}]}","{'English': [{'start': 0, 'end': 0}, {'start': 216903, 'end': 221388}], 'Zulu': [{'start': 0, 'end': 216903}, {'start': 221388, 'end': 258206}]}",16.14
/your/path/to/generated/cs/samples/by/unicom/1598_English_Zulu_(Zulu).wav,nakuba bekunabantu abathathu phakathi kwendlu ngenkathi car iyishayisa akekho kubo olimele,nakuba bekunabantu abathathu phakathi kwendlu ngenkathi car iyishayisa akekho kubo olimele,"{'No Speech': [{'start': 0, 'end': 9760}, {'start': 24032, 'end': 26656}, {'start': 44512, 'end': 46112}, {'start': 75744, 'end': 77344}, {'start': 111584, 'end': 121376}, {'start': 149472, 'end': 162540}]}","{'English': [{'start': 0, 'end': 0}, {'start': 88170, 'end': 92658}], 'Zulu': [{'start': 0, 'end': 88170}, {'start': 92658, 'end': 162540}]}",10.16
/your/path/to/generated/cs/samples/by/unicom/1599_English_Zulu_(English).wav,the original izidalwa hasnt changed at all they still zisadinga the same indlela yokuphila as before,the original izidalwa hasnt changed at all they still zisadinga the same indlela yokuphila as before,"{'No Speech': [{'start': 0, 'end': 24608}, {'start': 67552, 'end': 71200}, {'start': 141280, 'end': 184274}]}","{'English': [{'start': 0, 'end': 0}, {'start': 35568, 'end': 49346}, {'start': 81389, 'end': 96770}, {'start': 104781, 'end': 126891}], 'Zulu': [{'start': 0, 'end': 35568}, {'start': 49346, 'end': 81389}, {'start': 96770, 'end': 104781}, {'start': 126891, 'end': 184274}]}",11.52
/your/path/to/generated/cs/samples/by/unicom/1600_English_Zulu_(English).wav,izibonelo of onsite activities zihlanganisa hunting fishing photography bird watching and visiting parks and studying ukwaziswa about the ecosystem,izibonelo of onsite activities zihlanganisa hunting fishing photography bird watching and visiting parks and studying ukwaziswa about the ecosystem,"{'No Speech': [{'start': 89568, 'end': 91680}, {'start': 148960, 'end': 168484}]}","{'English': [{'start': 0, 'end': 8971}, {'start': 34921, 'end': 44852}, {'start': 116935, 'end': 126225}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 8971, 'end': 34921}, {'start': 44852, 'end': 116935}, {'start': 126225, 'end': 168484}]}",10.53
/your/path/to/generated/cs/samples/by/unicom/1601_English_Zulu_(English).wav,scientists think that ocelots follow and find animals to eat izilwane ezizingelwayo by smell sniffing for where theyve been on the ground,scientists think that ocelots follow and find animals to eat izilwane ezizingelwayo by smell sniffing for where theyve been on the ground,"{'No Speech': [{'start': 0, 'end': 16928}, {'start': 55776, 'end': 61984}, {'start': 109536, 'end': 118816}, {'start': 132576, 'end': 138784}, {'start': 181728, 'end': 196163}]}","{'English': [{'start': 0, 'end': 0}, {'start': 86870, 'end': 107706}], 'Zulu': [{'start': 0, 'end': 86870}, {'start': 107706, 'end': 196163}]}",12.26
/your/path/to/generated/cs/samples/by/unicom/1602_English_Zulu_(English).wav,majorcan cuisine like that of similar zones in the mediterranean is based on bread vegetables and meat specially ingulube and uses olive oil throughout,majorcan cuisine like that of similar zones in the mediterranean is based on bread vegetables and meat specially ingulube and uses olive oil throughout,"{'No Speech': [{'start': 0, 'end': 8224}, {'start': 30176, 'end': 35872}, {'start': 87008, 'end': 98336}, {'start': 163296, 'end': 165408}, {'start': 194016, 'end': 221054}]}","{'English': [{'start': 0, 'end': 0}, {'start': 151213, 'end': 159542}], 'Zulu': [{'start': 0, 'end': 151213}, {'start': 159542, 'end': 221054}]}",13.82
/your/path/to/generated/cs/samples/by/unicom/1603_English_Zulu_(Zulu).wav,air accidents zivamile eiran enezindiza eziningi ezigugile ezingmaintained kahle ezisetshenziselwa kokubili izakhamizi ezivamile kanye nempi,air accidents zivamile eiran enezindiza eziningi ezigugile ezingmaintained kahle ezisetshenziselwa kokubili izakhamizi ezivamile kanye nempi,"{'No Speech': [{'start': 36832, 'end': 51744}, {'start': 99808, 'end': 110112}, {'start': 171488, 'end': 178208}, {'start': 196576, 'end': 198176}, {'start': 229856, 'end': 254305}]}","{'English': [{'start': 0, 'end': 13776}, {'start': 115655, 'end': 128791}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 13776, 'end': 115655}, {'start': 128791, 'end': 254305}]}",15.89
/your/path/to/generated/cs/samples/by/unicom/1605_English_Zulu_(English).wav,ngenxa the long distance from the continent mammals were unable to make the journey making the giant tortoise the primary grazing animal in the galapagos,ngenxa the long distance from the continent mammals were unable to make the journey making the giant tortoise the primary grazing animal in the galapagos,"{'No Speech': [{'start': 0, 'end': 544}, {'start': 38880, 'end': 40992}, {'start': 116192, 'end': 117792}, {'start': 136160, 'end': 139296}, {'start': 157664, 'end': 162848}, {'start': 169440, 'end': 191890}]}","{'English': [{'start': 0, 'end': 5126}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 5126, 'end': 191890}]}",11.99
/your/path/to/generated/cs/samples/by/unicom/1610_English_Zulu_(English).wav,such izinto have become separate disciplines which focus on ekunikezeni izisombululo to real life problems,such izinto have become separate disciplines which focus on ekunikezeni izisombululo to real life problems,"{'No Speech': [{'start': 0, 'end': 23072}, {'start': 63456, 'end': 65568}, {'start': 117728, 'end': 139692}]}","{'English': [{'start': 0, 'end': 0}, {'start': 28525, 'end': 34294}, {'start': 75640, 'end': 87499}, {'start': 87499, 'end': 98076}], 'Zulu': [{'start': 0, 'end': 28525}, {'start': 34294, 'end': 75640}, {'start': 87499, 'end': 87499}, {'start': 98076, 'end': 139692}]}",8.73
/your/path/to/generated/cs/samples/by/unicom/1611_English_Zulu_(English).wav, scientists bathi this animals iplamu was chestnutbrown on top with a pale or carotenoidcolored underside,scientists bathi this animals iplamu was chestnutbrown on top with a pale or carotenoidcolored underside,"{'No Speech': [{'start': 0, 'end': 5152}, {'start': 11232, 'end': 12832}, {'start': 79328, 'end': 85536}, {'start': 94688, 'end': 113184}, {'start': 132064, 'end': 138272}, {'start': 189408, 'end': 204150}]}","{'English': [{'start': 0, 'end': 0}, {'start': 23392, 'end': 29480}, {'start': 46143, 'end': 55756}], 'Zulu': [{'start': 0, 'end': 23392}, {'start': 29480, 'end': 46143}, {'start': 55756, 'end': 204150}]}",12.76
