filename,start,end,flag,vad flag
B047.wav,2240000,2400000,"{'L1': [{'start': 2240000, 'end': 2280320}, {'start': 2293264, 'end': 2299760}, {'start': 2310560, 'end': 2325696}, {'start': 2328080, 'end': 2333264}, {'start': 2393600, 'end': 2400000}], 'L2': [{'start': 2242880, 'end': 2252384}, {'start': 2299760, 'end': 2310560}, {'start': 2325696, 'end': 2328080}, {'start': 2333264, 'end': 2342128}, {'start': 2372192, 'end': 2393600}], 'No Speech': [{'start': 2280320, 'end': 2293264}, {'start': 2342128, 'end': 2372192}]}","{'No Speech': [{'start': 0, 'end': 19488}, {'start': 42464, 'end': 56352}, {'start': 128480, 'end': 132128}]}"
M030.wav,2400000,2560000,"{'L2': [{'start': 2400000, 'end': 2423376}, {'start': 2435936, 'end': 2450592}, {'start': 2450688, 'end': 2467488}, {'start': 2469520, 'end': 2480256}, {'start': 2482896, 'end': 2524560}, {'start': 2542304, 'end': 2560000}], 'L1': [{'start': 2450592, 'end': 2469520}, {'start': 2524560, 'end': 2542304}, {'start': 2554400, 'end': 2559808}], 'No Speech': [{'start': 2423376, 'end': 2435936}, {'start': 2480256, 'end': 2482896}]}","{'No Speech': [{'start': 27104, 'end': 35360}, {'start': 80352, 'end': 82976}, {'start': 146912, 'end': 150048}]}"
B025.wav,4640000,4800000,"{'L1': [{'start': 4640000, 'end': 4800000}]}","{'No Speech': [{'start': 15840, 'end': 22048}, {'start': 56800, 'end': 63008}, {'start': 118240, 'end': 131104}, {'start': 145888, 'end': 160000}]}"
B024.wav,10240000,10400000,"{'L1': [{'start': 10240000, 'end': 10285824}, {'start': 10286608, 'end': 10324528}, {'start': 10340512, 'end': 10355024}], 'L2': [{'start': 10285824, 'end': 10291232}, {'start': 10324528, 'end': 10340512}, {'start': 10355024, 'end': 10400000}]}","{'No Speech': [{'start': 0, 'end': 39968}, {'start': 47584, 'end': 50720}, {'start': 111584, 'end': 114720}]}"
B042.wav,25120000,25280000,"{'L1': [{'start': 25120000, 'end': 25280000}], 'L2': [{'start': 25171440, 'end': 25188544}]}","{'No Speech': [{'start': 96736, 'end': 109600}]}"
B047.wav,33760000,33920000,"{'L1': [{'start': 33760000, 'end': 33920000}]}","{'No Speech': [{'start': 5600, 'end': 9760}, {'start': 17376, 'end': 19488}, {'start': 32224, 'end': 42016}, {'start': 47072, 'end': 53280}, {'start': 80864, 'end': 82976}, {'start': 92128, 'end': 93728}]}"
M018.wav,4480000,4640000,"{'L2': [{'start': 4480000, 'end': 4485776}, {'start': 4500256, 'end': 4518352}, {'start': 4530736, 'end': 4590784}], 'L1': [{'start': 4485776, 'end': 4500256}, {'start': 4518352, 'end': 4530736}, {'start': 4590784, 'end': 4594528}], 'No Speech': [{'start': 4594528, 'end': 4640000}]}","{'No Speech': [{'start': 4576, 'end': 6688}, {'start': 82912, 'end': 86048}, {'start': 154592, 'end': 160000}]}"
B040.wav,20800000,20960000,"{'L1': [{'start': 20800000, 'end': 20820224}, {'start': 20827072, 'end': 20831616}, {'start': 20871616, 'end': 20875296}, {'start': 20912912, 'end': 20917888}], 'L2': [{'start': 20800000, 'end': 20827072}, {'start': 20831616, 'end': 20871616}, {'start': 20875296, 'end': 20912912}, {'start': 20917888, 'end': 20960000}]}","{'No Speech': [{'start': 0, 'end': 544}]}"
M043.wav,18240000,18400000,"{'L1': [{'start': 18272320, 'end': 18316208}, {'start': 18338208, 'end': 18363472}, {'start': 18375520, 'end': 18400000}], 'L2': [{'start': 18363472, 'end': 18378320}], 'No Speech': [{'start': 18240000, 'end': 18272320}, {'start': 18316208, 'end': 18338208}]}","{'No Speech': [{'start': 0, 'end': 64544}, {'start': 80352, 'end': 98336}]}"
M033.wav,20320000,20480000,"{'L2': [{'start': 20320000, 'end': 20337296}, {'start': 20341408, 'end': 20362992}, {'start': 20450176, 'end': 20480000}], 'L1': [{'start': 20337296, 'end': 20341408}, {'start': 20356944, 'end': 20377488}, {'start': 20390240, 'end': 20450176}], 'No Speech': [{'start': 20377488, 'end': 20390240}]}","{'No Speech': [{'start': 0, 'end': 2592}, {'start': 60896, 'end': 71200}, {'start': 90080, 'end': 94240}, {'start': 109024, 'end': 111136}, {'start': 134624, 'end': 136736}]}"
M026.wav,16640000,16800000,"{'L1': [{'start': 16640000, 'end': 16644240}, {'start': 16654832, 'end': 16665072}, {'start': 16673648, 'end': 16678272}, {'start': 16696784, 'end': 16705424}, {'start': 16719680, 'end': 16731808}, {'start': 16733968, 'end': 16739792}, {'start': 16745856, 'end': 16757184}, {'start': 16786592, 'end': 16800000}], 'L2': [{'start': 16640000, 'end': 16641648}, {'start': 16642592, 'end': 16654912}, {'start': 16656560, 'end': 16659168}, {'start': 16664784, 'end': 16673936}, {'start': 16678192, 'end': 16697936}, {'start': 16704640, 'end': 16725088}, {'start': 16731664, 'end': 16734048}, {'start': 16739248, 'end': 16750048}, {'start': 16755600, 'end': 16788464}, {'start': 16795456, 'end': 16800000}]}","{'No Speech': [{'start': 50144, 'end': 51744}]}"
B034.wav,23360000,23520000,"{'L1': [{'start': 23366816, 'end': 23376032}, {'start': 23397488, 'end': 23435968}, {'start': 23459456, 'end': 23464640}, {'start': 23477184, 'end': 23485616}, {'start': 23512592, 'end': 23520000}], 'L2': [{'start': 23376032, 'end': 23397488}, {'start': 23435968, 'end': 23459456}, {'start': 23464640, 'end': 23477184}, {'start': 23485616, 'end': 23502288}, {'start': 23503296, 'end': 23512592}], 'No Speech': [{'start': 23360000, 'end': 23366816}, {'start': 23397488, 'end': 23397488}, {'start': 23502288, 'end': 23503296}, {'start': 23512592, 'end': 23512592}]}","{'No Speech': [{'start': 0, 'end': 6176}, {'start': 37344, 'end': 48672}, {'start': 74208, 'end': 75808}, {'start': 140256, 'end': 142880}, {'start': 151520, 'end': 160000}]}"
M020.wav,17440000,17600000,"{'L2': [{'start': 17440000, 'end': 17466976}, {'start': 17472368, 'end': 17478656}, {'start': 17508800, 'end': 17597392}], 'L1': [{'start': 17466976, 'end': 17472368}, {'start': 17478640, 'end': 17508800}], 'No Speech': [{'start': 17597392, 'end': 17600000}]}","{'No Speech': [{'start': 0, 'end': 4640}, {'start': 18400, 'end': 20512}, {'start': 118752, 'end': 120352}]}"
M037.wav,23520000,23680000,"{'L1': [{'start': 23520000, 'end': 23603552}, {'start': 23603616, 'end': 23680000}], 'L2': [{'start': 23623616, 'end': 23629664}], 'No Speech': [{'start': 23603552, 'end': 23603616}]}","{'No Speech': [{'start': 42976, 'end': 49696}]}"
B044.wav,48000000,48160000,"{'L1': [{'start': 48000000, 'end': 48036816}, {'start': 48053680, 'end': 48069904}, {'start': 48086112, 'end': 48092816}, {'start': 48112704, 'end': 48132816}, {'start': 48134336, 'end': 48142784}], 'L2': [{'start': 48036816, 'end': 48053680}, {'start': 48069904, 'end': 48086112}, {'start': 48092816, 'end': 48134336}, {'start': 48137744, 'end': 48160000}]}",{'No Speech': []}
B046.wav,15840000,16000000,"{'L2': [{'start': 15840000, 'end': 15857216}, {'start': 15869760, 'end': 15889872}, {'start': 15907168, 'end': 15916896}, {'start': 15923808, 'end': 15944992}, {'start': 15961424, 'end': 15966832}, {'start': 15976352, 'end': 15981760}, {'start': 15988464, 'end': 15994512}, {'start': 15998832, 'end': 16000000}], 'L1': [{'start': 15857216, 'end': 15869760}, {'start': 15889872, 'end': 15907168}, {'start': 15916896, 'end': 15923808}, {'start': 15944352, 'end': 15961424}, {'start': 15966832, 'end': 15976352}, {'start': 15981760, 'end': 15988464}, {'start': 15994512, 'end': 15998832}]}","{'No Speech': [{'start': 8672, 'end': 17952}, {'start': 101856, 'end': 103968}]}"
B036.wav,41440000,41600000,"{'L2': [{'start': 41440000, 'end': 41469024}, {'start': 41479392, 'end': 41486512}], 'L1': [{'start': 41469264, 'end': 41479392}, {'start': 41486512, 'end': 41600000}], 'No Speech': [{'start': 41469024, 'end': 41469264}]}","{'No Speech': [{'start': 0, 'end': 3104}, {'start': 27104, 'end': 31264}]}"
B036.wav,12160000,12320000,"{'L2': [{'start': 12160000, 'end': 12190288}, {'start': 12199152, 'end': 12320000}], 'L1': [{'start': 12190288, 'end': 12199152}, {'start': 12301424, 'end': 12304448}]}","{'No Speech': [{'start': 0, 'end': 1056}]}"
M022.wav,7040000,7200000,"{'L2': [{'start': 7040000, 'end': 7065488}, {'start': 7084368, 'end': 7134896}, {'start': 7145072, 'end': 7150480}, {'start': 7162368, 'end': 7200000}], 'L1': [{'start': 7065488, 'end': 7108864}, {'start': 7134896, 'end': 7145072}, {'start': 7150480, 'end': 7162368}]}","{'No Speech': [{'start': 0, 'end': 3104}, {'start': 13280, 'end': 22048}, {'start': 80864, 'end': 97312}, {'start': 118240, 'end': 129568}, {'start': 147424, 'end': 160000}]}"
M019.wav,20640000,20800000,"{'L1': [{'start': 20640000, 'end': 20646640}, {'start': 20658304, 'end': 20670976}, {'start': 20698560, 'end': 20705712}, {'start': 20728272, 'end': 20732752}, {'start': 20771072, 'end': 20773632}, {'start': 20794928, 'end': 20800000}], 'L2': [{'start': 20642240, 'end': 20698576}, {'start': 20705728, 'end': 20792224}], 'No Speech': [{'start': 20705712, 'end': 20705728}, {'start': 20792224, 'end': 20794928}]}","{'No Speech': [{'start': 0, 'end': 3616}]}"
B042.wav,56640000,56800000,"{'L1': [{'start': 56640000, 'end': 56657008}, {'start': 56662512, 'end': 56684992}, {'start': 56688896, 'end': 56800000}], 'L2': [{'start': 56658624, 'end': 56662512}, {'start': 56684992, 'end': 56688896}, {'start': 56747152, 'end': 56758176}], 'No Speech': [{'start': 56657008, 'end': 56658624}]}","{'No Speech': [{'start': 104928, 'end': 108576}, {'start': 124896, 'end': 130592}, {'start': 144864, 'end': 151584}]}"
B046.wav,28160000,28320000,"{'L1': [{'start': 28160000, 'end': 28313392}, {'start': 28315984, 'end': 28320000}], 'L2': [{'start': 28313392, 'end': 28315984}]}","{'No Speech': [{'start': 71136, 'end': 72736}]}"
B007.wav,1440000,1600000,"{'L1': [{'start': 1440000, 'end': 1600000}], 'L2': [{'start': 1496960, 'end': 1512096}]}","{'No Speech': [{'start': 0, 'end': 11808}, {'start': 42976, 'end': 49184}, {'start': 64480, 'end': 69664}, {'start': 99296, 'end': 101920}, {'start': 150496, 'end': 153120}]}"
B046.wav,13280000,13440000,"{'L2': [{'start': 13280000, 'end': 13440000}], 'L1': [{'start': 13304880, 'end': 13311248}]}","{'No Speech': [{'start': 0, 'end': 544}, {'start': 105952, 'end': 108576}]}"
M026.wav,23680000,23840000,"{'No Speech': [{'start': 23680000, 'end': 23840000}]}","{'No Speech': [{'start': 0, 'end': 7200}]}"
M033.wav,13440000,13600000,"{'L2': [{'start': 13440000, 'end': 13469744}, {'start': 13487696, 'end': 13492672}], 'L1': [{'start': 13445360, 'end': 13463952}, {'start': 13469744, 'end': 13487696}, {'start': 13492672, 'end': 13529632}, {'start': 13535312, 'end': 13590448}, {'start': 13591472, 'end': 13600000}], 'No Speech': [{'start': 13469744, 'end': 13469744}, {'start': 13529632, 'end': 13535312}, {'start': 13590448, 'end': 13591472}]}","{'No Speech': [{'start': 0, 'end': 8224}, {'start': 24032, 'end': 29216}, {'start': 91616, 'end': 98336}, {'start': 117216, 'end': 151072}]}"
B042.wav,44640000,44800000,"{'L1': [{'start': 44640000, 'end': 44706176}, {'start': 44729488, 'end': 44736400}, {'start': 44743584, 'end': 44757200}, {'start': 44796880, 'end': 44800000}], 'L2': [{'start': 44725808, 'end': 44729488}, {'start': 44736400, 'end': 44746128}, {'start': 44757200, 'end': 44768880}, {'start': 44782880, 'end': 44796880}], 'No Speech': [{'start': 44706176, 'end': 44725808}, {'start': 44768880, 'end': 44782880}]}","{'No Speech': [{'start': 0, 'end': 5664}, {'start': 36832, 'end': 39456}, {'start': 66016, 'end': 86560}, {'start': 130016, 'end': 143392}]}"
M023.wav,11040000,11200000,"{'L3': [{'start': 11040000, 'end': 11172928}, {'start': 11177808, 'end': 11200000}], 'L1': [{'start': 11179456, 'end': 11187792}], 'No Speech': [{'start': 11172928, 'end': 11177808}]}","{'No Speech': [{'start': 6624, 'end': 16416}, {'start': 78816, 'end': 93216}]}"
M020.wav,20320000,20480000,"{'L2': [{'start': 20320000, 'end': 20320192}, {'start': 20332512, 'end': 20384192}, {'start': 20397808, 'end': 20402560}, {'start': 20415216, 'end': 20457264}, {'start': 20462240, 'end': 20480000}], 'L1': [{'start': 20326896, 'end': 20332512}, {'start': 20384192, 'end': 20397808}, {'start': 20457264, 'end': 20462240}], 'No Speech': [{'start': 20320192, 'end': 20326896}, {'start': 20402560, 'end': 20415216}]}","{'No Speech': [{'start': 0, 'end': 6688}, {'start': 29664, 'end': 32288}, {'start': 68064, 'end': 77856}, {'start': 84448, 'end': 96288}, {'start': 107488, 'end': 110112}]}"
B040.wav,5120000,5280000,"{'L1': [{'start': 5120000, 'end': 5280000}]}","{'No Speech': [{'start': 0, 'end': 6176}, {'start': 77280, 'end': 80416}, {'start': 149472, 'end': 155168}]}"
M018.wav,5920000,6080000,"{'L2': [{'start': 5921856, 'end': 5935264}, {'start': 5943920, 'end': 5997104}, {'start': 6002080, 'end': 6080000}], 'L1': [{'start': 5968992, 'end': 5976784}, {'start': 5997104, 'end': 6002080}], 'No Speech': [{'start': 5920000, 'end': 5921856}, {'start': 5935264, 'end': 5943920}]}","{'No Speech': [{'start': 0, 'end': 3104}, {'start': 15840, 'end': 23584}]}"
M043.wav,16960000,17120000,"{'L2': [{'start': 16960000, 'end': 17002912}, {'start': 17004912, 'end': 17049744}, {'start': 17050736, 'end': 17065392}, {'start': 17065536, 'end': 17070208}, {'start': 17077120, 'end': 17095712}, {'start': 17100480, 'end': 17110640}, {'start': 17116688, 'end': 17120000}], 'L1': [{'start': 17002176, 'end': 17004912}, {'start': 17020128, 'end': 17024016}, {'start': 17046848, 'end': 17053424}, {'start': 17070208, 'end': 17077120}, {'start': 17095712, 'end': 17100480}, {'start': 17110640, 'end': 17116688}], 'No Speech': [{'start': 17065392, 'end': 17065536}]}","{'No Speech': [{'start': 106464, 'end': 111648}, {'start': 142304, 'end': 151584}]}"
B046.wav,20320000,20480000,"{'L1': [{'start': 20320000, 'end': 20390672}, {'start': 20400032, 'end': 20480000}], 'No Speech': [{'start': 20390672, 'end': 20400032}]}","{'No Speech': [{'start': 0, 'end': 544}, {'start': 14816, 'end': 16928}, {'start': 49120, 'end': 54304}, {'start': 74208, 'end': 80928}]}"
B042.wav,39200000,39360000,"{'L1': [{'start': 39200000, 'end': 39360000}], 'L2': [{'start': 39200000, 'end': 39202608}, {'start': 39308128, 'end': 39316128}, {'start': 39352016, 'end': 39360000}]}","{'No Speech': [{'start': 0, 'end': 22560}]}"
B047.wav,22080000,22240000,"{'L1': [{'start': 22080000, 'end': 22240000}]}",{'No Speech': []}
B036.wav,50720000,50880000,"{'L1': [{'start': 50720000, 'end': 50880000}]}","{'No Speech': [{'start': 25568, 'end': 27680}, {'start': 126432, 'end': 133664}]}"
B042.wav,34080000,34240000,"{'L1': [{'start': 34080000, 'end': 34082720}, {'start': 34128016, 'end': 34240000}], 'L2': [{'start': 34082720, 'end': 34145632}, {'start': 34194176, 'end': 34198512}]}","{'No Speech': [{'start': 0, 'end': 2592}, {'start': 66016, 'end': 77344}]}"
M037.wav,23680000,23840000,"{'L1': [{'start': 23680000, 'end': 23744304}, {'start': 23756912, 'end': 23840000}], 'No Speech': [{'start': 23744304, 'end': 23756912}]}","{'No Speech': [{'start': 0, 'end': 1056}, {'start': 129504, 'end': 131104}]}"
B036.wav,37440000,37600000,"{'L1': [{'start': 37440000, 'end': 37493360}, {'start': 37509184, 'end': 37600000}], 'L2': [{'start': 37440480, 'end': 37450000}, {'start': 37480480, 'end': 37513136}, {'start': 37590320, 'end': 37600000}]}","{'No Speech': [{'start': 135136, 'end': 136736}]}"
B042.wav,5440000,5600000,"{'L1': [{'start': 5441920, 'end': 5447152}, {'start': 5470720, 'end': 5475696}, {'start': 5539008, 'end': 5543104}, {'start': 5559968, 'end': 5564512}, {'start': 5568096, 'end': 5571776}], 'L2': [{'start': 5447152, 'end': 5465536}, {'start': 5475696, 'end': 5488880}, {'start': 5505104, 'end': 5519376}, {'start': 5527152, 'end': 5539008}, {'start': 5543104, 'end': 5559968}, {'start': 5564512, 'end': 5568096}, {'start': 5571776, 'end': 5582800}, {'start': 5584144, 'end': 5590208}, {'start': 5590368, 'end': 5600000}], 'No Speech': [{'start': 5440000, 'end': 5441920}, {'start': 5465536, 'end': 5470720}, {'start': 5488880, 'end': 5505104}, {'start': 5519376, 'end': 5527152}, {'start': 5582800, 'end': 5584144}, {'start': 5590208, 'end': 5590368}]}","{'No Speech': [{'start': 0, 'end': 2080}, {'start': 28128, 'end': 30240}, {'start': 49632, 'end': 67616}, {'start': 80352, 'end': 87584}, {'start': 142304, 'end': 144416}]}"
B025.wav,28000000,28160000,"{'L1': [{'start': 28000000, 'end': 28002480}, {'start': 28043136, 'end': 28052432}, {'start': 28057616, 'end': 28061296}, {'start': 28146960, 'end': 28160000}], 'L2': [{'start': 28002480, 'end': 28043136}, {'start': 28052432, 'end': 28057616}, {'start': 28061296, 'end': 28146960}], 'No Speech': [{'start': 28052432, 'end': 28052432}]}","{'No Speech': [{'start': 0, 'end': 2080}, {'start': 115680, 'end': 117280}, {'start': 143840, 'end': 146976}]}"
M028.wav,11840000,12000000,"{'L2': [{'start': 11849024, 'end': 11852128}, {'start': 11863792, 'end': 11966736}, {'start': 11971568, 'end': 11996992}], 'L1': [{'start': 11852128, 'end': 11863792}, {'start': 11890848, 'end': 11900816}, {'start': 11915152, 'end': 11920784}, {'start': 11925776, 'end': 11929792}, {'start': 11948736, 'end': 11953200}, {'start': 11966736, 'end': 11971568}, {'start': 11993104, 'end': 12000000}], 'No Speech': [{'start': 11840000, 'end': 11849024}, {'start': 11852128, 'end': 11852128}, {'start': 11966736, 'end': 11966736}]}","{'No Speech': [{'start': 0, 'end': 8224}]}"
B022.wav,2880000,3040000,"{'L2': [{'start': 2880000, 'end': 2883888}, {'start': 2896864, 'end': 3040000}], 'L1': [{'start': 2883888, 'end': 2896864}, {'start': 3008096, 'end': 3018480}, {'start': 3026240, 'end': 3033808}]}","{'No Speech': [{'start': 0, 'end': 4128}, {'start': 72160, 'end': 74272}]}"
M029.wav,7680000,7840000,"{'L2': [{'start': 7680000, 'end': 7696368}, {'start': 7702592, 'end': 7840000}], 'L1': [{'start': 7717648, 'end': 7721696}], 'No Speech': [{'start': 7696368, 'end': 7702592}]}","{'No Speech': [{'start': 0, 'end': 21536}]}"
M031.wav,6880000,7040000,"{'L2': [{'start': 6880000, 'end': 6932640}, {'start': 6932816, 'end': 6944960}, {'start': 6950272, 'end': 6953072}, {'start': 6960640, 'end': 6964864}, {'start': 6988592, 'end': 7028160}, {'start': 7037248, 'end': 7040000}], 'L1': [{'start': 6932640, 'end': 6950272}, {'start': 6953072, 'end': 6960640}, {'start': 6976528, 'end': 6988592}, {'start': 7028160, 'end': 7037248}], 'No Speech': [{'start': 6964864, 'end': 6976528}]}","{'No Speech': [{'start': 0, 'end': 22048}, {'start': 42464, 'end': 52768}, {'start': 87008, 'end': 101920}]}"
B021.wav,27520000,27680000,"{'L2': [{'start': 27520512, 'end': 27555552}, {'start': 27577984, 'end': 27616544}, {'start': 27616736, 'end': 27680000}], 'L1': [{'start': 27542912, 'end': 27550272}, {'start': 27637920, 'end': 27663008}], 'No Speech': [{'start': 27520000, 'end': 27520512}, {'start': 27555552, 'end': 27577984}, {'start': 27616544, 'end': 27616736}]}","{'No Speech': [{'start': 0, 'end': 3104}, {'start': 27616, 'end': 42016}, {'start': 93152, 'end': 95776}, {'start': 143328, 'end': 145440}]}"
M032.wav,26240000,26400000,"{'L2': [{'start': 26240000, 'end': 26400000}]}","{'No Speech': [{'start': 0, 'end': 32}, {'start': 94176, 'end': 95776}]}"
M031.wav,26400000,26560000,"{'L2': [{'start': 26412000, 'end': 26419168}, {'start': 26427392, 'end': 26443952}, {'start': 26451520, 'end': 26475120}, {'start': 26476496, 'end': 26492112}, {'start': 26492208, 'end': 26506224}, {'start': 26512928, 'end': 26519184}, {'start': 26526112, 'end': 26541024}], 'L1': [{'start': 26443952, 'end': 26455680}, {'start': 26464864, 'end': 26476496}, {'start': 26506224, 'end': 26512928}, {'start': 26519184, 'end': 26537728}, {'start': 26541024, 'end': 26554528}], 'No Speech': [{'start': 26400000, 'end': 26412000}, {'start': 26419168, 'end': 26427392}, {'start': 26492112, 'end': 26492208}, {'start': 26554528, 'end': 26560000}]}","{'No Speech': [{'start': 0, 'end': 12832}, {'start': 42976, 'end': 44576}, {'start': 59872, 'end': 65568}, {'start': 91104, 'end': 93728}, {'start': 138208, 'end': 142368}, {'start': 155616, 'end': 160000}]}"
B021.wav,19200000,19360000,"{'L1': [{'start': 19200000, 'end': 19233696}, {'start': 19260464, 'end': 19268032}, {'start': 19304160, 'end': 19360000}], 'L2': [{'start': 19200000, 'end': 19200576}, {'start': 19233696, 'end': 19317264}]}","{'No Speech': [{'start': 0, 'end': 1568}, {'start': 44000, 'end': 50720}, {'start': 58848, 'end': 63520}]}"
B042.wav,47200000,47360000,"{'L2': [{'start': 47200000, 'end': 47207168}, {'start': 47215168, 'end': 47232896}, {'start': 47238736, 'end': 47248688}, {'start': 47278080, 'end': 47290416}, {'start': 47295808, 'end': 47307920}, {'start': 47325648, 'end': 47334944}, {'start': 47340144, 'end': 47348576}], 'L1': [{'start': 47207168, 'end': 47215168}, {'start': 47232896, 'end': 47238736}, {'start': 47248688, 'end': 47278080}, {'start': 47314416, 'end': 47325648}, {'start': 47334304, 'end': 47360000}], 'No Speech': [{'start': 47290416, 'end': 47295808}, {'start': 47307920, 'end': 47314416}]}","{'No Speech': [{'start': 0, 'end': 32}, {'start': 27104, 'end': 29728}, {'start': 51680, 'end': 64544}, {'start': 93664, 'end': 96800}, {'start': 109536, 'end': 116256}]}"
B010.wav,4320000,4480000,"{'L2': [{'start': 4320000, 'end': 4356880}, {'start': 4361648, 'end': 4372672}, {'start': 4377648, 'end': 4480000}], 'L1': [{'start': 4356880, 'end': 4361648}, {'start': 4372672, 'end': 4377648}], 'No Speech': [{'start': 4377648, 'end': 4377648}]}","{'No Speech': [{'start': 0, 'end': 9248}, {'start': 70112, 'end': 74784}, {'start': 97248, 'end': 101408}, {'start': 150496, 'end': 160000}]}"
M028.wav,22080000,22240000,"{'L2': [{'start': 22080000, 'end': 22084368}, {'start': 22090944, 'end': 22240000}], 'L1': [{'start': 22100176, 'end': 22109264}], 'No Speech': [{'start': 22084368, 'end': 22090944}]}","{'No Speech': [{'start': 0, 'end': 544}, {'start': 6112, 'end': 10784}, {'start': 73184, 'end': 81440}, {'start': 117216, 'end': 121376}]}"
M023.wav,3680000,3840000,"{'L1': [{'start': 3680000, 'end': 3706160}, {'start': 3712672, 'end': 3717408}, {'start': 3728304, 'end': 3777072}, {'start': 3786480, 'end': 3797696}, {'start': 3823648, 'end': 3840000}], 'L3': [{'start': 3701536, 'end': 3746864}, {'start': 3794768, 'end': 3805984}, {'start': 3816464, 'end': 3823648}], 'No Speech': [{'start': 3777072, 'end': 3786480}, {'start': 3805984, 'end': 3816464}]}","{'No Speech': [{'start': 0, 'end': 7200}, {'start': 98272, 'end': 108576}, {'start': 127456, 'end': 138784}]}"
B042.wav,16960000,17120000,"{'L1': [{'start': 16960000, 'end': 17120000}], 'L2': [{'start': 17056368, 'end': 17064160}]}","{'No Speech': [{'start': 0, 'end': 15904}, {'start': 105440, 'end': 109088}]}"
M043.wav,19840000,20000000,"{'L1': [{'start': 19840000, 'end': 19848928}, {'start': 19858288, 'end': 19894768}, {'start': 19907200, 'end': 19960064}, {'start': 19969136, 'end': 19986944}, {'start': 19993440, 'end': 20000000}], 'L2': [{'start': 19857344, 'end': 19865120}, {'start': 19877584, 'end': 19887536}, {'start': 19901904, 'end': 19907200}, {'start': 19963040, 'end': 19973856}, {'start': 19986944, 'end': 19993440}], 'No Speech': [{'start': 19848928, 'end': 19857344}, {'start': 19894768, 'end': 19901904}, {'start': 19907200, 'end': 19907200}, {'start': 19960064, 'end': 19963040}]}","{'No Speech': [{'start': 12256, 'end': 19488}, {'start': 59872, 'end': 61472}, {'start': 87520, 'end': 91168}, {'start': 97248, 'end': 100384}]}"
M027.wav,17280000,17440000,"{'L2': [{'start': 17280000, 'end': 17299248}, {'start': 17305312, 'end': 17348976}, {'start': 17364192, 'end': 17429424}, {'start': 17436976, 'end': 17440000}], 'L1': [{'start': 17299248, 'end': 17305312}, {'start': 17348976, 'end': 17364192}, {'start': 17429424, 'end': 17436976}]}","{'No Speech': [{'start': 116192, 'end': 120352}]}"
B010.wav,24800000,24960000,"{'L1': [{'start': 24800000, 'end': 24802624}, {'start': 24813856, 'end': 24818192}, {'start': 24852944, 'end': 24873040}, {'start': 24942416, 'end': 24949104}], 'L2': [{'start': 24802624, 'end': 24813856}, {'start': 24818192, 'end': 24856304}, {'start': 24872992, 'end': 24942416}, {'start': 24949104, 'end': 24960000}], 'No Speech': [{'start': 24942416, 'end': 24942416}]}","{'No Speech': [{'start': 0, 'end': 1056}, {'start': 27104, 'end': 28704}, {'start': 41440, 'end': 56352}, {'start': 64480, 'end': 77344}, {'start': 134624, 'end': 136224}]}"
M027.wav,25280000,25440000,"{'L1': [{'start': 25280000, 'end': 25298352}, {'start': 25306560, 'end': 25307632}, {'start': 25315504, 'end': 25322432}, {'start': 25371536, 'end': 25382560}, {'start': 25392784, 'end': 25402640}, {'start': 25421888, 'end': 25440000}], 'L2': [{'start': 25298352, 'end': 25315504}, {'start': 25322432, 'end': 25392784}, {'start': 25402640, 'end': 25421888}], 'No Speech': [{'start': 25315504, 'end': 25315504}]}","{'No Speech': [{'start': 0, 'end': 26144}, {'start': 56288, 'end': 65568}, {'start': 89056, 'end': 112672}, {'start': 143840, 'end': 151072}]}"
M018.wav,15360000,15520000,"{'L1': [{'start': 15360000, 'end': 15362432}, {'start': 15367024, 'end': 15429376}, {'start': 15468720, 'end': 15498784}, {'start': 15509024, 'end': 15520000}], 'L2': [{'start': 15419120, 'end': 15468720}, {'start': 15498784, 'end': 15509024}], 'No Speech': [{'start': 15362432, 'end': 15367024}]}","{'No Speech': [{'start': 6624, 'end': 10784}, {'start': 53728, 'end': 55328}, {'start': 112096, 'end': 140320}]}"
M026.wav,3360000,3520000,"{'L2': [{'start': 3360000, 'end': 3417152}, {'start': 3422976, 'end': 3437024}, {'start': 3443312, 'end': 3487200}, {'start': 3492368, 'end': 3503424}, {'start': 3508608, 'end': 3520000}], 'L1': [{'start': 3360000, 'end': 3362864}, {'start': 3375392, 'end': 3381024}, {'start': 3414752, 'end': 3423392}, {'start': 3434224, 'end': 3445664}, {'start': 3486320, 'end': 3493472}, {'start': 3503392, 'end': 3509024}]}","{'No Speech': [{'start': 0, 'end': 32}]}"
B044.wav,40160000,40320000,"{'L2': [{'start': 40160000, 'end': 40180720}, {'start': 40181936, 'end': 40187552}], 'L1': [{'start': 40160000, 'end': 40171440}, {'start': 40180720, 'end': 40320000}]}","{'No Speech': [{'start': 11744, 'end': 22560}]}"
M026.wav,6240000,6400000,"{'L2': [{'start': 6240000, 'end': 6247968}, {'start': 6265264, 'end': 6278448}, {'start': 6334960, 'end': 6384256}, {'start': 6390288, 'end': 6400000}], 'L1': [{'start': 6247968, 'end': 6265264}, {'start': 6278448, 'end': 6334960}, {'start': 6384256, 'end': 6390288}]}","{'No Speech': [{'start': 0, 'end': 1568}, {'start': 10208, 'end': 17440}, {'start': 75744, 'end': 81952}]}"
